赤倉観光リゾートスキー場,新潟県妙高市田切216,0255-87-2503,gelande355,36.8869363,138.177826,あ,赤倉観光リゾート OR 赤倉リゾート OR 妙高前山 OR 滝沢尾根
赤倉温泉スキー場,新潟県妙高市赤倉温泉,0255-87-2125,gelande365,36.8968491,138.1756706,あ,赤倉温泉 OR from:akakura_ski
妙高杉ノ原スキー場,新潟県妙高市杉野沢,0255-86-6211,gelande356,36.8558531,138.1569588,み,妙高杉ノ原 OR 杉ノ原スキー
キューピットバレイ,新潟県上越市安塚区須川雪だるま高原,025-593-2041,gelande357,37.0549132,138.4848499,き,キューピットバレイ OR from:yukidarumakogen
池の平温泉スキー場,新潟県妙高市関川2452,0255-86-2370,gelande358,36.8725877,138.1718654,い,池の平 OR 池ミシュラン OR from:ikebei
シャルマン火打スキー場,新潟県糸魚川市西飛山1821,025-568-2345,gelande359,37.0032833,138.0703763,し,シャルマン火打 OR from:insidercharmant OR from:chsrskipatrol
関温泉スキー場,新潟県妙高市関山関温泉,0255-82-2316,gelande360,36.906231,138.1604331,せ,関温泉 OR 予徳太子
妙高スキーパーク,新潟県妙高市関山6323-4,0255-82-4189,gelande361,36.9120418,138.175179,み,妙高スキー
金谷山スキー場,新潟県上越市大貫,025-525-4295,gelande362,37.1037362,138.2266135,か,金谷山スキー
休暇村妙高スキー場,新潟県妙高市関山,0255-82-3168,gelande363,36.9125333,138.1701239,き,休暇村妙高
糸魚川シーサイドバレースキー場,新潟県糸魚川市山口151-1,025-558-2244,gelande364,36.9413142,137.8993911,い,シーサイドバレー
